submission_date,industry,job_function,job_title,annual_salary_gross,additional_compensation,currency,country,city,remote_or_onsite,experience_field,education_level,gender,race
2023-04-11,Nonprofits,Government Affairs & Lobbying,Policy Analyst,45044.608,804.3679999999999,GBP,USA,Helena ,Hybrid,8-10 years,Master's degree,Woman,White
2023-04-11,Education (Higher Education),"Marketing, Advertising & PR",Content Manager,49870.816,0.0,GBP,USA,Denver,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Health care,Health care,Medical Director/Family Nurse Practitioner ,11904.6464,0.0,GBP,USA,Brooklyn,On-site,11-20 years,Master's degree,Woman,White
2023-04-11,Engineering or Manufacturing,Government Affairs & Lobbying,Communications Manager,152025.552,28152.879999999997,GBP,USA,"Washington, DC",Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Nonprofits,Nonprofits,COO,88480.48,0.0,GBP,USA,Hartford,On-site,11-20 years,College degree,Woman,White
2023-04-11,Hospitality & Events,Recruitment or HR,Sr. Compensation Analyst,80436.8,8043.679999999999,GBP,USA,Dallas,On-site,5-7 years,College degree,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,Product Manager,108589.68,0.0,GBP,USA,Hartford,Fully remote,8-10 years,College degree,Man,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Senior Analyst,52725.2025,2978.825,GBP,Uganda,Granby,On-site,2-4 years,College degree,Man,White
2023-04-11,Education (Higher Education),Education (Higher Education),Assistant Professor ,42631.504,0.0,GBP,USA,St. Louis,On-site,8-10 years,PhD,Woman,White
2023-04-11,Engineering or Manufacturing,"Accounting, Banking & Finance",Commercial Controller,108750.5536,21717.935999999998,GBP,USA,"Kenosha, WI",Fully remote,8-10 years,Master's degree,Woman,White
2023-04-11,Computing or Tech,Administration,Operations Manager,68371.28,0.0,GBP,USA,Huntsville,Fully remote,5-7 years,Associates,Woman,White
2023-04-11,Engineering or Manufacturing,"Accounting, Banking & Finance",Plant Controller,86067.376,9652.416,GBP,USA,Peachtree City,Other/it's complicated,11-20 years,Master's degree,Woman,White
2023-04-11,Engineering or Manufacturing,"Accounting, Banking & Finance",Sr Financial Analyst,100546.0,20109.2,GBP,USA,Deerfield,Hybrid,11-20 years,Master's degree,Woman,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance",Internal Audit,140000.0,5000.0,GBP,UK,London,Hybrid,21-30 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Media & Digital,Media & Digital,Managing Editor ,67566.912,0.0,GBP,USA,Washington ,On-site,11-20 years,College degree,Man,White
2023-04-11,Education (Primary/Secondary),Social Work,School Social Worker,42316.996112,0.0,GBP,USA,Grand Forks,On-site,8-10 years,Master's degree,Woman,White
2023-04-11,Computing or Tech,"Marketing, Advertising & PR",Head of Content,80436.8,0.0,GBP,USA,Los Angeles,Fully remote,11-20 years,Master's degree,Woman,White
2023-04-11,Utilities & Telecommunications,Law,Document Specialist-Utility Right of Way ,47866.330944,321.74719999999996,GBP,USA,Indianapolis ,Fully remote,2-4 years,College degree,Woman,White
2023-04-11,Entertainment,"Marketing, Advertising & PR",Vice President,189026.47999999998,28152.879999999997,GBP,USA,Burbank,Fully remote,11-20 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Recruitment or HR,Administrative and Services Manager,42418.468,0.0,GBP,Uganda,Victoria,On-site,2-4 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Senior Associate Dean,136742.56,0.0,GBP,USA,Buffalo,Hybrid,41 years or more,PhD,Woman,Black or African American
2023-04-11,Computing or Tech,Computing or Tech,Account Manager,68371.28,4826.208,GBP,USA,Los Angeles,Fully remote,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
2023-04-11,Education (Higher Education),"Accounting, Banking & Finance",Accountant,66762.544,723.9312,GBP,USA,Philadelphia,Hybrid,5-7 years,Master's degree,Woman,White
2023-04-11,Insurance,"Accounting, Banking & Finance",Insurance Data Analyst II,55099.208,0.0,GBP,USA,Omaha,Hybrid,1 year or less,Master's degree,Woman,White
2023-04-11,Insurance,Insurance,Quality assurance analyst ,42631.504,3217.4719999999998,GBP,USA,Rapid city ,Fully remote,8-10 years,College degree,Man,White
2023-04-11,Recruitment or HR,Computing or Tech,Sr Data Analyst,39735.7792,0.0,GBP,USA,Rochester,Hybrid,1 year or less,College degree,Woman,White
2023-04-11,Retail,Recruitment or HR,Senior HRIS Analyst,94111.056,4021.8399999999997,GBP,USA,Los Angeles,Hybrid,2-4 years,College degree,Woman,White
2023-04-11,"Accounting, Banking & Finance",Business or Consulting,Senior Lead Data Management Analyst,114622.44,0.0,GBP,USA,Charlotte,Hybrid,5-7 years,Master's degree,Woman,White
2023-04-11,Utilities & Telecommunications,Property or Construction,Project Manager,91537.0784,12065.52,GBP,USA,Boulder,Hybrid,5-7 years,College degree,Man,White
2023-04-11,Computing or Tech,Computing or Tech,Senior Database Consultant,80436.8,23326.672,GBP,USA,Portland,Fully remote,11-20 years,College degree,Woman,White
2023-04-11,Computing or Tech,Sales,"Manager, Sales Development",100546.0,20109.2,GBP,USA,Yorba Linda,Fully remote,8-10 years,College degree,Man,White
2023-04-11,Education (Primary/Secondary),Education (Primary/Secondary),Title 1 Paraprofessional,26769.367039999997,0.0,GBP,USA,Etna,On-site,5-7 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Associate Professor,90571.83679999999,8043.679999999999,GBP,USA,Mankato,Hybrid,11-20 years,PhD,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,Staff Engineer,172939.12,0.0,GBP,USA,Raleigh,Hybrid,11-20 years,Master's degree,Man,White
2023-04-11,Education (Higher Education),Education (Higher Education),Academic Advisor,51029.10592,0.0,GBP,USA,Ann Arbor,On-site,11-20 years,Master's degree,Woman,White
2023-04-11,Business or Consulting,Business or Consulting,VP Data Analytics,185004.63999999998,0.0,GBP,USA,St. Louis,Hybrid,21-30 years,Master's degree,Man,White
2023-04-11,Law,Law,Associate Attorney,144786.24,9411.105599999999,GBP,USA,Raleigh,Hybrid,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Education (Higher Education),Science,Research Scientist,65958.17599999999,0.0,GBP,USA,Bay Area,Hybrid,11-20 years,PhD,Woman,White
2023-04-11,Business or Consulting,Business or Consulting,Manager,132720.72,20109.2,GBP,USA,Philadelphia ,Hybrid,21-30 years,Master's degree,Man,White
2023-04-11,Media & Digital,Media & Digital,Vice president,134329.456,40298.8368,GBP,USA,Somerville,Fully remote,11-20 years,College degree,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,Data Scientist,141568.76799999998,0.0,GBP,USA,NYC,Hybrid,5-7 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Media & Digital,Digital Manager/Web Editor,90089.216,0.0,GBP,USA,Stanford,Hybrid,5-7 years,PhD,Woman,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Development Engineer,54294.84,0.0,GBP,USA,Warsaw,On-site,1 year or less,College degree,Man,White
2023-04-11,Computing or Tech,Business or Consulting,Metrics and Sentiment Lead,96524.16,9652.416,GBP,USA,Sacramento,Fully remote,5-7 years,College degree,Woman,"Asian or Asian American, White"
2023-04-11,Computing or Tech,"Accounting, Banking & Finance",Accounting Specialist ,48262.08,1447.8624,GBP,USA,Santa Rosa,Fully remote,5-7 years,Master's degree,Woman,White
2023-04-11,Health care,Computing or Tech,Application Coordinator,94111.056,0.0,GBP,USA,Livonia,Fully remote,31-40 years,College degree,Man,White
2023-04-11,Property or Construction,Administration,Admin,4826.208,0.0,GBP,USA,Herndon,On-site,2-4 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Library Director,53892.655999999995,0.0,GBP,USA,TULSA,On-site,5-7 years,Master's degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),"Senior Manager, Product Operations",80436.8,0.0,GBP,USA,Portland,Fully remote,8-10 years,Master's degree,Woman,White
2023-04-11,Business or Consulting,Utilities & Telecommunications,Managing Consultant,112611.51999999999,0.0,GBP,USA,Chicago,Fully remote,8-10 years,PhD,Woman,White
2023-04-11,Nonprofits,Nonprofits,Membership and volunteer engagement manager,40218.4,321.74719999999996,GBP,USA,Damascus,Fully remote,2-4 years,Master's degree,Woman,White
2023-04-11,Education (Higher Education),Administration,"Specialist, Research Grants",48852.729999999996,0.0,GBP,Uganda,Calgary,Hybrid,5-7 years,Master's degree,Woman,White
2023-04-11,"Marketing, Advertising & PR","Marketing, Advertising & PR",Digital Strategist,52283.92,0.0,GBP,USA,Minneapolis ,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Computing or Tech,Insurance,Mobile developer,57351.4384,1286.9887999999999,GBP,USA,Columbus,Hybrid,2-4 years,College degree,Man,White
2023-04-11,Education (Higher Education),Education (Higher Education),Advising Center Coordinator,52510.751776,0.0,GBP,USA,Pomona,Hybrid,21-30 years,College degree,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,Manager,138351.296,9652.416,GBP,USA,Chicago,Fully remote,11-20 years,College degree,Man,White
2023-04-11,Education (Higher Education),Science,Assistant Professor,76.41496,8043.679999999999,GBP,USA,Philadelphia,Other/it's complicated,5-7 years,PhD,Man,Black or African American
2023-04-11,Insurance,Insurance,Branch manager ,27849.376,0.0,GBP,Ireland,Sligo,On-site,2-4 years,College degree,Woman,White
2023-04-11,Property or Construction,Property or Construction,VP,160873.6,0.0,GBP,USA,North Jersey ,Hybrid,11-20 years,Master's degree,Woman,White
2023-04-11,Computing or Tech,"Marketing, Advertising & PR",Editorial Manager,98301.22499999999,11915.3,GBP,Uganda,Toronto,Fully remote,11-20 years,Master's degree,Woman,White
2023-04-11,Business or Consulting,Computing or Tech,Solution Architect,124677.04,4021.8399999999997,GBP,USA,Alpharetta ,Fully remote,11-20 years,College degree,Woman,White
2023-04-11,Media & Digital,Art & Design,art director,38609.664,0.0,GBP,USA,Las Vegas,Fully remote,31-40 years,College degree,Woman,White
2023-04-11,Insurance,Law,I don't really have one,88480.48,1206.552,GBP,USA,Philadelphia metro,Fully remote,21-30 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Lecturer,39000.0,0.0,GBP,UK,Perth,On-site,2-4 years,Some college,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,Senior Software Developer,128698.87999999999,0.0,GBP,USA,San Diego,Fully remote,5-7 years,High School,Man,White
2023-04-11,Media & Digital,Media & Digital,Senior Editor,65958.17599999999,0.0,GBP,USA,Oakland,Fully remote,21-30 years,Master's degree,Woman,White
2023-04-11,Health care,Computing or Tech,Product Manager,76414.95999999999,8043.679999999999,GBP,USA,Belfast,Other/it's complicated,5-7 years,Master's degree,Woman,White
2023-04-11,Nonprofits,Property or Construction,Property Manager,57914.496,4021.8399999999997,GBP,USA,Chicago,On-site,2-4 years,College degree,Woman,White
2023-04-11,Computing or Tech,Recruitment or HR,Senior software engineer ,168917.28,16891.728,GBP,USA,Danbury ,Fully remote,11-20 years,College degree,Man,White
2023-04-11,Health care,Recruitment or HR,Recruiter,45278.14,0.0,GBP,Uganda,Thunder Bay,Hybrid,2-4 years,College degree,Man,White
2023-04-11,Education (Higher Education),Media & Digital,"Senior Specialist, Analytics & Reporting ",71491.8,0.0,GBP,Uganda,Calgary,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Education (Higher Education),"Marketing, Advertising & PR",Marketing and Events Coordinator,41022.768,0.0,GBP,USA,Bloomington,Hybrid,5-7 years,College degree,Woman,White
2023-04-11,Law,Law,Immigration Paralegal,41827.136,804.3679999999999,GBP,USA,San Jose,Fully remote,2-4 years,College degree,Non-binary,White
2023-04-11,Law,Law,Associate Counsel,92518.40736,12709.0144,GBP,USA,Washington,Hybrid,2-4 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Student Development Specialist III,36125.775616,0.0,GBP,USA,College Station,On-site,11-20 years,College degree,Woman,Black or African American
2023-04-11,Health care,Health care,Medical Physicist,156047.392,1608.7359999999999,GBP,USA,Meadville,On-site,11-20 years,Master's degree,Woman,White
2023-04-11,"Marketing, Advertising & PR",Computing or Tech,Senior IT Manager,144786.24,20109.2,GBP,USA,New York City,Hybrid,8-10 years,Master's degree,Man,Asian or Asian American
2023-04-11,Law,Law,Attorney ,100546.0,12065.52,GBP,USA,Nashville,On-site,5-7 years,"Professional degree (MD, JD, etc.)",Man,White
2023-04-11,Health care,Nonprofits,Donor Communications Specialist,48262.08,0.0,GBP,USA,Portland,Fully remote,8-10 years,Master's degree,Woman,White
2023-04-11,"Accounting, Banking & Finance",Computing or Tech,Senior data analyst,72393.12,8043.679999999999,GBP,USA,Denver,Hybrid,8-10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, Native American or Alaska Native"
2023-04-11,Law,Administration,Independent Contractor,80436.8,0.0,GBP,USA,Livingston,Hybrid,31-40 years,Some college,Woman,White
2023-04-11,Entertainment,Computing or Tech,Staff Software Engineer,202700.736,40218.4,GBP,USA,Los Angeles,Fully remote,8-10 years,College degree,Man,White
2023-04-11,Retail,Law Enforcement & Security,Loss Prevention Analyst,66762.544,0.0,GBP,USA,Framingham,Hybrid,5-7 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Government & Public Administration,Manager,74404.04,0.0,GBP,USA,Atlanta ,Hybrid,11-20 years,Master's degree,Woman,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance",Analyst ,49870.816,0.0,GBP,USA,Baltimore,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Nonprofits,Government & Public Administration,Principal Solutions Lead,118242.09599999999,0.0,GBP,USA,San Antonio,Fully remote,11-20 years,Master's degree,Woman,White
2023-04-11,Nonprofits,Recruitment or HR,HR Manager,62740.704,0.0,GBP,USA,Washington ,Hybrid,5-7 years,Master's degree,Woman,Black or African American
2023-04-11,Health care,Mental health,Psychological assistant,45173.30688,2010.9199999999998,GBP,USA,Memphis,On-site,2-4 years,Master's degree,Woman,White
2023-04-11,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Systems & Information Resources Librarian,42631.504,0.0,GBP,USA,New Orleans,Hybrid,11-20 years,Master's degree,Non-binary,White
2023-04-11,Agriculture or Forestry,Administration,Arborist Assistant (essentially an office assistant),38480.96512,0.0,GBP,USA,Portland,On-site,2-4 years,Some college,Non-binary,White
2023-04-11,Sales,Administration,"VP, Customer Care",94915.424,28152.879999999997,GBP,USA,DFW,On-site,11-20 years,College degree,Woman,White
2023-04-11,Computing or Tech,Proposal Writing,Operations Specialist ,47457.712,0.0,GBP,USA,Long beach,Fully remote,8-10 years,Master's degree,Non-binary,White
2023-04-11,"Leisure, Sport & Tourism",Computing or Tech,Readiness Consultant,86067.376,0.0,GBP,USA,Dallas,Hybrid,5-7 years,Master's degree,Woman,White
2023-04-11,Education (Higher Education),"Accounting, Banking & Finance",Grants and Contracts Administrator,48664.263999999996,0.0,GBP,USA,Durham,Fully remote,2-4 years,Master's degree,Woman,White
2023-04-11,Education (Higher Education),Administration,Administrator,24715.0,0.0,GBP,UK,Leicester,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Law,Computing or Tech,Senior RFP Specialist ,96524.16,9652.416,GBP,USA,Rochester,Fully remote,5-7 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Professor of English,69980.016,0.0,GBP,USA,Marquette,On-site,21-30 years,PhD,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Adjunct professor,28152.879999999997,0.0,GBP,USA,San Francisco,Fully remote,11-20 years,Master's degree,Woman,White
2023-04-11,Health care,Fundraising,Director of Stewardship ,111807.152,4826.208,GBP,USA,New York,Hybrid,8-10 years,Master's degree,Woman,White
2023-04-11,Computing or Tech,"Marketing, Advertising & PR","Senior Manager, Marketing",116633.36,0.0,GBP,USA,Boston,Fully remote,5-7 years,College degree,Woman,White
2023-04-11,Media & Digital,Media & Digital,Acquisitions Editor,68371.28,0.0,GBP,USA,New York City,Fully remote,8-10 years,College degree,Woman,White
2023-04-11,Health care,Health care,Project Manager ,57100.0,7000.0,GBP,UK,Leeds,Fully remote,8-10 years,College degree,Woman,White
2023-04-11,Business or Consulting,"Marketing, Advertising & PR",Marketing Coordinator,60327.6,8043.679999999999,GBP,USA,Dallas,Hybrid,5-7 years,Some college,Woman,White
2023-04-11,Insurance,Computing or Tech,IT business system advisor,108589.68,12065.52,GBP,USA,Germantown ,Fully remote,21-30 years,Master's degree,Man,White
2023-04-11,Business or Consulting,Business or Consulting,Director,128698.87999999999,24131.04,GBP,USA,Rockville,Fully remote,11-20 years,College degree,Man,White
2023-04-11,Computing or Tech,Computing or Tech,Senior Project Manager,142212.2624,4021.8399999999997,GBP,USA,Laurel,Fully remote,11-20 years,College degree,Man,White
2023-04-11,Computing or Tech,"Accounting, Banking & Finance",Accounting Manager,107785.31199999999,8043.679999999999,GBP,USA,Portland,Fully remote,11-20 years,Master's degree,Woman,White
2023-04-11,Engineering or Manufacturing,Recruitment or HR,"Director, Human Resources",122131.825,41703.549999999996,GBP,Uganda,Edmonton,On-site,11-20 years,College degree,Woman,White
2023-04-11,Health care,Health care,Clinical Nurse Specialist ,70300.27,1489.4125,GBP,Uganda,Calgary,On-site,8-10 years,Master's degree,Woman,White
2023-04-11,Education (Higher Education),Archaeology,Associate Teaching Professor,53892.655999999995,0.0,GBP,USA,Flagstaff,On-site,11-20 years,PhD,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,Principal engineer,155000.0,300000.0,GBP,UK,London,Hybrid,11-20 years,College degree,Man,White
2023-04-11,Entertainment,Media & Digital,Scheduling & Planning Manager,63330.305744,8043.679999999999,GBP,USA,Santa Monica,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Nonprofits,Government Affairs & Lobbying,Senior Program Manager,67808.2224,965.2416,GBP,USA,Berkeley,Fully remote,11-20 years,Master's degree,Woman,White
2023-04-11,Health care,Administration,Practice Supervisor ,43435.871999999996,0.0,GBP,USA,Philadelphia ,On-site,2-4 years,College degree,Man,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance",Business Analyst,72393.12,0.0,GBP,USA,Austin,Hybrid,5-7 years,College degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Associate Librarian,56001.909999999996,0.0,GBP,Uganda,,Hybrid,11-20 years,Master's degree,Woman,White
2023-04-11,Retail,Computing or Tech,IT Manager,64349.439999999995,9652.416,GBP,USA,Huntington Beach,On-site,21-30 years,High School,Man,White
2023-04-11,Property or Construction,Administration,Onsite Admin,60327.6,3217.4719999999998,GBP,USA,Boston,On-site,8-10 years,College degree,Woman,White
2023-04-11,Law,Media & Digital,Digital Court Reporter & Video Specialist,40218.4,4021.8399999999997,GBP,USA,West Springfield,Other/it's complicated,1 year or less,College degree,Man,White
2023-04-11,Health care,Health care,physician,221201.19999999998,0.0,GBP,USA,Waukesha,On-site,21-30 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Transport or Logistics,Sales,Manager,100546.0,0.0,GBP,Panama,Panamá ,Hybrid,21-30 years,College degree,Man,White
2023-04-11,Utilities & Telecommunications,Computing or Tech,Sr process analyst for automation,108589.68,36196.56,GBP,USA,Camas,Fully remote,11-20 years,College degree,Man,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance",Training and Development Specialist,32979.087999999996,0.0,GBP,USA,Saginaw,On-site,2-4 years,Some college,Man,White
2023-04-11,Education (Primary/Secondary),Education (Primary/Secondary),Teacher,57914.496,0.0,GBP,USA,Stonington,On-site,8-10 years,Master's degree,Woman,White
2023-04-11,Health care,Administration,COO,65958.17599999999,0.0,GBP,USA,Columbia,Fully remote,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Education (Higher Education),"Galleries, Libraries, Archives & Museums","Reference, instruction, & special collections librarian",43435.871999999996,0.0,GBP,USA,Philadelphia,On-site,8-10 years,Master's degree,Woman,White
2023-04-11,Retail,Retail,cashier,20970.928,0.0,GBP,Uganda,Victoria,On-site,1 year or less,High School,Woman,White
2023-04-11,Computing or Tech,Recruitment or HR,Director of People Operations,148808.08,14880.807999999999,GBP,USA,Santa Clara,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Retail,Recruitment or HR,Office Manager,69175.648,0.0,GBP,USA,Seattle,Hybrid,8-10 years,Some college,Woman,White
2023-04-11,"Leisure, Sport & Tourism",Administration,Business Manager,36196.56,0.0,GBP,USA,Culpeper,On-site,11-20 years,Some college,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Instructor Part Time Studies,38724.725,0.0,GBP,Uganda,Vancouver,Hybrid,5-7 years,Master's degree,Woman,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Project manager ,112611.51999999999,0.0,GBP,USA,Orlando ,Other/it's complicated,11-20 years,Master's degree,Woman,White
2023-04-11,Media & Digital,Engineering or Manufacturing,Staff Software Engineer ,185004.63999999998,0.0,GBP,USA,"Kenmore, WA",Fully remote,11-20 years,College degree,Man,White
2023-04-11,Health care,Recruitment or HR,HR Manger,72393.12,7239.312,GBP,USA,Raleigh,Fully remote,11-20 years,Master's degree,Woman,White
2023-04-11,Nonprofits,Computing or Tech,"Associate Director, Applications",150255.9424,0.0,GBP,USA,Washington DC,Fully remote,11-20 years,College degree,Woman,White
2023-04-11,Nonprofits,Policy and Research Nonprofit,Senior Associate,61131.968,0.0,GBP,USA,"Washington, D.C.",Hybrid,2-4 years,Master's degree,Woman,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,postdoctoral researcher,72393.12,0.0,GBP,USA,albuquerque,On-site,5-7 years,PhD,Woman,White
2023-04-11,Education (Higher Education),Fundraising,Prospect Research Analyst,60327.6,0.0,GBP,USA,New Haven,Hybrid,5-7 years,College degree,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,Senior Software Engineer,96524.16,0.0,GBP,USA,Jackson Heights ,Fully remote,8-10 years,Master's degree,Man,White
2023-04-11,Hospitality & Events,Recruitment or HR,"Payroll, Benefits & Recruiting",58718.864,0.0,GBP,USA,Atlanta,Hybrid,11-20 years,College degree,Woman,White
2023-04-11,Education (Higher Education),"Marketing, Advertising & PR",SEO Coordinator,41827.136,0.0,GBP,USA,Austin,Hybrid,2-4 years,College degree,Woman,White
2023-04-11,Retail,Retail,Front End Team Lead,31330.133599999997,0.0,GBP,USA,Corning,On-site,5-7 years,College degree,Man,White
2023-04-11,Property or Construction,Administration,Director of Scheduling,58316.68,965.2416,GBP,USA,Tysons,On-site,2-4 years,College degree,Man,White
2023-04-11,Law,Law,Associate Attorney,144786.24,0.0,GBP,USA,Walnut Creek,Hybrid,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White
2023-04-11,Retail,Retail,Social Media Manager ,32979.087999999996,0.0,GBP,USA,Lynchburg ,On-site,21-30 years,Some college,Woman,White
2023-04-11,"Accounting, Banking & Finance",Data analysis,Business analysis manager,91697.95199999999,4826.208,GBP,USA,Wilmington,Hybrid,2-4 years,Master's degree,Man,White
2023-04-11,Business or Consulting,Business or Consulting,Senior Editor,60327.6,6032.76,GBP,USA,Remote,Fully remote,11-20 years,Master's degree,Woman,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Lead Structural Engineer ,92502.31999999999,8043.679999999999,GBP,USA,Kansas City,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,"Marketing, Advertising & PR","Marketing, Advertising & PR",Managing Director,111807.152,9652.416,GBP,USA,"Washington, DC",Hybrid,8-10 years,Master's degree,Woman,White
2023-04-11,Hospitality & Events,Recruitment or HR,Director of Payroll & Benefits,76736.7072,7239.312,GBP,USA,San Diego,On-site,8-10 years,College degree,Woman,White
2023-04-11,Education (Higher Education),"Marketing, Advertising & PR",Associate Director,76414.95999999999,0.0,GBP,USA,New Haven,Hybrid,8-10 years,College degree,Woman,White
2023-04-11,Education (Primary/Secondary),Education (Primary/Secondary),High School Teacher ,69399.262304,0.0,GBP,USA,Decatur,On-site,21-30 years,Master's degree,Woman,White
2023-04-11,Art & Design,Art & Design,Interior Designer ,51162.631008,6274.0704,GBP,USA,Boston ,Hybrid,2-4 years,Master's degree,Woman,White
2023-04-11,Education (Primary/Secondary),Education (Primary/Secondary),English Teacher,34587.824,0.0,GBP,USA,Pittsburgh,On-site,1 year or less,Master's degree,Woman,White
2023-04-11,Nonprofits,Nonprofits,Campaign Manager,72594.212,0.0,GBP,USA,Brooklyn,On-site,8-10 years,Master's degree,Woman,White
2023-04-11,Education (Primary/Secondary),Education (Primary/Secondary),Teacher,65958.17599999999,4826.208,GBP,USA,Livingston,On-site,8-10 years,PhD,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,Director,194657.05599999998,24131.04,GBP,USA,Denver,Other/it's complicated,11-20 years,Master's degree,Woman,White
2023-04-11,Education (Higher Education),Education (Higher Education),Associate Professor of Management,68371.28,9974.163199999999,GBP,USA,Prefer not to answer,On-site,21-30 years,PhD,Man,White
2023-04-11,Business or Consulting,Business or Consulting,Pricing Manager,108589.68,8043.679999999999,GBP,USA,DC,Hybrid,5-7 years,Master's degree,Woman,"Asian or Asian American, White"
2023-04-11,Law,Law,Paralegal,72393.12,24131.04,GBP,USA,Seattle Area,On-site,11-20 years,College degree,Woman,White
2023-04-11,Computing or Tech,Computing or Tech,Software Developer ,82677.83499999999,4351.465,GBP,Luxembourg,Luxemburg ,Hybrid,2-4 years,PhD,Man,White
2023-04-11,Nonprofits,,Senior Research Manager,57000.0,3000.0,GBP,UK,London,Hybrid,2-4 years,PhD,Woman,White
2023-04-11,Law,Law,Office manager,92502.31999999999,8043.679999999999,GBP,USA,Melville,On-site,5-7 years,Some college,Woman,White
2023-04-11,Computing or Tech,Health care,Account Coordinator,34587.824,1608.7359999999999,GBP,USA,Columbus,Other/it's complicated,1 year or less,College degree,Woman,White
2023-04-11,Health care,Media & Digital,Web Editor & Project Manager,66762.544,0.0,GBP,USA,Chicago ,Hybrid,21-30 years,College degree,Woman,White
2023-04-11,Engineering or Manufacturing,"Marketing, Advertising & PR",Marketing Operations Specialist,45044.608,0.0,GBP,USA,Buffalo,On-site,5-7 years,College degree,Woman,White
2023-04-11,Engineering or Manufacturing,Engineering or Manufacturing,Head of Systems Engineeribg,152194.46928,22828.768207999998,GBP,USA,San Jose,On-site,11-20 years,Master's degree,Man,White
2023-04-11,"Accounting, Banking & Finance","Accounting, Banking & Finance",Accountant I,39819.433472,0.0,GBP,USA,Seattle ,Hybrid,1 year or less,College degree,Man,White
2023-04-11,"Leisure, Sport & Tourism","Marketing, Advertising & PR",Director of Corporate Communications,88480.48,0.0,GBP,USA,Portland,On-site,5-7 years,College degree,Man,White
2023-04-11,Education (Higher Education),Education (Higher Education),Senior International Services Adviser,47457.712,0.0,GBP,USA,Savannah,Hybrid,11-20 years,College degree,Woman,White
2023-04-11,Media & Digital,Media & Digital,Director of Editorial,113415.88799999999,8043.679999999999,GBP,USA,Washington,Fully remote,11-20 years,College degree,Woman,White
2023-04-11,Nonprofits,Health care,Executive director,92502.31999999999,0.0,GBP,USA,San Francisco Bay Area,Hybrid,11-20 years,College degree,Woman,White
2023-04-11,"Marketing, Advertising & PR",Computing or Tech,Creative Project Manager,102154.73599999999,0.0,GBP,USA,NYC,Fully remote,5-7 years,Master's degree,Woman,White
2023-04-11,Health care,"Accounting, Banking & Finance",Grants Manager,56305.759999999995,0.0,GBP,USA,Philadelphia ,Hybrid,2-4 years,College degree,Woman,White
2023-04-11,Nonprofits,Administration,Operations Director,53618.85,0.0,GBP,Uganda,Victoria,Hybrid,8-10 years,Some college,Non-binary,White
